Ref,id,Gender,Satisfied,Age,Age Band,Type of Travel,Class,Flight Distance,Destination,Continent,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
51939,100349,Male,Y,49,45 to 54,Personal Travel,Eco,4760,India,Asia,5,1,5,2,2,5,2,2,3,5,1,1,1,2,42,44
51940,10379,Male,N,36,35 to 44,Business travel,Business,4760,India,Asia,0,4,4,1,5,4,5,5,4,3,4,3,5,5,0,0
51941,57229,Male,Y,69,65 or over,Personal Travel,Eco,4760,India,Asia,3,3,4,3,3,4,3,3,2,1,3,3,4,3,0,1
51942,6745,Female,Y,37,35 to 44,Business travel,Business,3985,Ethiopia,Africa,1,1,1,1,1,4,4,3,3,3,1,3,3,4,16,11
51943,19941,Male,Y,23,18 to 24,Personal Travel,Eco,4760,India,Asia,1,4,1,1,5,1,5,5,5,2,5,2,5,5,0,0
51944,68560,Male,Y,67,65 or over,Personal Travel,Eco Plus,4760,India,Asia,5,5,5,4,4,5,4,4,3,2,4,4,5,4,0,0
51945,31138,Female,Y,58,55 to 64,Personal Travel,Eco,4760,India,Asia,3,4,2,1,5,5,5,1,1,2,1,5,1,5,97,111
51946,65803,Male,Y,56,55 to 64,Business travel,Business,1390,Romania,Europe,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0
51947,90722,Female,Y,57,55 to 64,Business travel,Eco,4760,India,Asia,3,3,3,3,1,3,3,3,3,3,3,4,3,1,0,0
51948,27210,Female,Y,14,Under 18,Personal Travel,Eco,4760,India,Asia,1,5,0,4,4,0,4,4,1,3,3,5,2,4,0,0
51949,94059,Male,Y,46,45 to 54,Business travel,Business,4760,India,Asia,4,4,4,4,2,4,4,5,5,5,5,3,5,5,0,0
51950,108474,Male,Y,25,25 to 34,Business travel,Business,4760,India,Asia,5,5,5,5,4,4,4,4,5,5,5,5,4,4,57,105
51951,107698,Male,N,27,25 to 34,Business travel,Eco,4760,India,Asia,1,2,1,3,1,1,1,1,3,3,3,4,2,1,0,0
51952,104625,Female,Y,23,18 to 24,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,4,4,4,3,5,3,5,4,0,0
51953,111490,Male,N,37,35 to 44,Business travel,Business,4760,India,Asia,0,4,4,2,3,4,3,3,4,5,4,5,4,3,8,0
51954,95087,Male,Y,37,35 to 44,Personal Travel,Eco,4760,India,Asia,2,5,2,4,2,2,2,2,5,5,4,5,4,2,19,18
51955,34504,Female,Y,35,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,5,3,4,4,4,4,4,1,4,3,0,0
51956,2623,Female,Y,53,45 to 54,Business travel,Business,4760,India,Asia,4,4,4,4,5,5,4,5,5,5,5,5,5,5,33,38
51957,3860,Female,Y,43,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,2,5,4,5,5,4,5,3,5,3,12,17
51958,71683,Male,Y,58,55 to 64,Personal Travel,Eco,4760,India,Asia,2,4,2,3,3,2,3,3,5,5,4,5,4,3,0,0
51959,54989,Female,Y,43,35 to 44,Business travel,Business,1610,Tunisia,Africa,5,5,5,5,2,4,4,5,5,5,5,3,5,4,11,0
51960,64806,Female,Y,39,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,5,5,4,5,5,5,4,3,5,4,0,0
51961,95325,Female,Y,23,18 to 24,Personal Travel,Eco,4760,India,Asia,4,4,4,3,2,4,3,2,3,4,4,5,5,2,9,0
51962,7177,Female,Y,52,45 to 54,Business travel,Business,1905,United Kingdom,Europe,4,4,4,4,3,5,4,4,4,4,5,3,4,5,0,0
51963,75456,Female,Y,55,55 to 64,Business travel,Business,5715,Japan,Asia,4,4,4,4,3,1,3,4,4,4,4,4,4,4,0,0
51964,8209,Female,N,34,25 to 34,Business travel,Eco,4760,India,Asia,3,2,3,3,4,3,4,4,4,5,4,4,3,4,0,3
51965,58020,Female,Y,58,55 to 64,Business travel,Eco,4760,India,Asia,3,5,3,5,3,3,4,3,3,3,3,4,3,1,46,35
51966,40466,Female,Y,34,25 to 34,Business travel,Business,4760,India,Asia,5,5,4,5,5,5,1,5,5,5,5,4,5,1,0,0
51967,109069,Female,Y,51,45 to 54,Business travel,Eco,4760,India,Asia,2,4,4,4,5,3,4,2,2,2,2,1,2,4,11,10
51968,28918,Male,Y,52,45 to 54,Business travel,Eco,4760,India,Asia,3,1,1,1,2,3,2,2,1,1,3,2,3,2,0,0
51969,27663,Female,N,36,35 to 44,Business travel,Eco,4760,India,Asia,1,1,1,2,5,1,5,5,4,3,4,5,4,5,48,44
51970,7417,Female,Y,71,65 or over,Business travel,Business,4760,India,Asia,4,4,4,4,3,4,0,1,5,3,2,4,1,4,123,162
51971,64351,Female,Y,50,45 to 54,Business travel,Business,4760,India,Asia,1,5,5,5,5,3,4,1,1,1,1,1,1,4,6,2
51972,79780,Female,Y,57,55 to 64,Personal Travel,Business,4760,India,Asia,2,1,2,3,3,2,2,3,3,2,3,3,3,1,0,0
51973,56312,Female,Y,41,35 to 44,Personal Travel,Business,4760,India,Asia,1,2,1,4,1,4,4,4,4,1,4,2,4,1,0,0
51974,92227,Female,Y,13,Under 18,Personal Travel,Eco,4760,India,Asia,3,5,3,1,2,3,2,2,2,3,2,3,3,2,4,0
51975,83385,Male,N,19,18 to 24,Business travel,Business,4760,India,Asia,0,0,5,3,5,5,4,5,5,4,4,4,5,5,115,107
51976,113348,Female,Y,30,25 to 34,Business travel,Business,4760,India,Asia,3,3,3,3,4,4,4,4,5,4,4,4,5,4,7,5
51977,117859,Male,Y,55,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,2,4,4,4,4,5,4,3,4,4,1,0
51978,45138,Female,N,30,25 to 34,Business travel,Eco,1620,Greece,Europe,2,0,2,2,5,2,5,5,5,3,3,3,5,5,0,2
51979,122152,Male,Y,59,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,4,5,4,5,5,5,5,5,5,5,25,20
51980,74909,Male,N,28,25 to 34,Business travel,Business,4760,India,Asia,0,4,4,5,4,4,3,4,5,5,3,5,4,4,0,10
51981,7908,Female,Y,20,18 to 24,Business travel,Business,1020,Slovenia,Europe,3,5,5,5,3,3,3,3,3,3,4,2,3,3,65,56
51982,72304,Female,Y,29,25 to 34,Personal Travel,Eco,4760,India,Asia,3,4,2,3,3,2,3,3,5,2,5,5,5,3,0,0
51983,28870,Male,Y,51,45 to 54,Business travel,Eco,4760,India,Asia,3,4,4,4,3,3,3,3,4,1,4,4,4,3,0,0
51984,44123,Female,N,27,25 to 34,Business travel,Eco,4760,India,Asia,4,0,3,4,3,3,3,3,1,1,4,1,1,3,1,7
51985,72757,Male,N,25,25 to 34,Business travel,Business,4760,India,Asia,0,4,2,3,4,2,4,4,3,4,4,3,5,4,3,7
51986,118138,Male,Y,44,35 to 44,Personal Travel,Eco,4760,India,Asia,3,4,3,3,3,3,3,3,4,4,5,5,4,3,28,7
51987,44245,Female,Y,44,35 to 44,Business travel,Eco,4760,India,Asia,3,2,2,2,3,4,3,3,3,3,3,2,3,4,0,1
51988,38197,Male,Y,32,25 to 34,Business travel,Eco Plus,4760,India,Asia,4,2,2,2,4,4,4,4,3,3,2,1,5,4,0,0
51989,37999,Male,Y,60,55 to 64,Business travel,Business,4760,India,Asia,3,4,4,4,1,3,4,3,3,3,3,3,3,4,58,47
51990,52432,Female,Y,56,55 to 64,Personal Travel,Eco,4760,India,Asia,2,4,2,3,5,5,4,2,2,2,2,5,2,4,0,0
51991,845,Male,Y,46,45 to 54,Business travel,Business,2230,Cyprus,Europe,2,2,2,2,5,5,4,4,4,4,4,4,4,3,0,0
51992,119250,Female,Y,58,55 to 64,Business travel,Business,3615,Afghanistan,Asia,3,3,3,3,2,4,5,4,4,4,4,5,4,5,0,0
51993,67218,Male,Y,44,35 to 44,Personal Travel,Eco,4760,India,Asia,0,4,0,3,3,0,3,3,4,3,4,5,5,3,1,0
51994,58183,Female,Y,40,35 to 44,Business travel,Business,4760,India,Asia,4,4,2,4,4,4,4,5,5,5,5,3,5,3,0,6
51995,10061,Male,N,25,25 to 34,Business travel,Business,4760,India,Asia,0,0,2,2,3,2,3,3,5,5,4,3,4,3,0,0
51996,117520,Female,Y,52,45 to 54,Business travel,Business,870,Sweden,Europe,1,1,1,1,3,5,5,3,3,3,3,4,3,4,0,0
51997,21980,Female,Y,60,55 to 64,Personal Travel,Eco,4760,India,Asia,1,1,1,3,5,3,3,4,4,1,4,2,4,4,13,9
51998,78503,Male,N,27,25 to 34,Business travel,Eco,4760,India,Asia,3,5,3,2,2,3,2,2,1,3,3,3,5,2,13,100
51999,59403,Male,Y,69,65 or over,Personal Travel,Eco,4760,India,Asia,1,0,1,3,1,1,1,1,4,2,4,3,5,1,2,0
52000,62029,Male,N,15,Under 18,Business travel,Eco,1390,Romania,Europe,5,5,5,2,4,5,4,4,5,4,3,5,4,4,48,42
52001,99368,Male,Y,36,35 to 44,Personal Travel,Eco,410,Guernsey,Europe,2,5,3,2,1,3,1,1,4,3,5,4,4,1,0,0
52002,80861,Female,Y,67,65 or over,Personal Travel,Eco,4760,India,Asia,4,0,4,3,4,3,4,2,2,4,2,4,2,4,0,0
52003,50178,Female,N,47,45 to 54,Business travel,Eco,1180,Italy,Europe,4,3,5,4,1,5,1,1,3,5,1,5,4,1,0,0
52004,18134,Male,Y,62,55 to 64,Personal Travel,Eco Plus,2520,California,North America,2,2,2,3,2,2,2,2,2,1,4,2,4,2,0,23
52005,48658,Female,Y,42,35 to 44,Business travel,Business,4760,India,Asia,5,5,5,5,2,4,4,5,5,5,4,5,5,3,0,0
52006,33585,Male,N,25,25 to 34,Business travel,Business,4760,India,Asia,0,0,3,5,2,3,2,2,1,2,5,3,4,2,0,0
52007,38592,Male,Y,31,25 to 34,Business travel,Eco,4760,India,Asia,4,4,4,4,4,4,4,4,4,4,5,4,5,4,0,0
52008,17354,Male,Y,45,45 to 54,Business travel,Eco,1610,Tunisia,Africa,2,5,5,5,2,2,2,2,4,2,4,1,3,2,32,27
52009,397,Female,N,26,25 to 34,Business travel,Business,1390,Romania,Europe,0,3,2,4,3,2,3,3,3,3,4,1,4,3,0,1
52010,49036,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,0,5,0,1,1,5,5,4,4,1,1,4,4,3,43,40
52011,74012,Male,Y,60,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,5,5,4,5,5,5,5,3,5,5,0,13
52012,117467,Female,Y,58,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,2,4,4,4,4,5,4,5,4,4,49,44
52013,703,Male,N,50,45 to 54,Business travel,Business,1070,Lithuania,Europe,0,2,2,3,4,2,4,4,5,5,4,5,4,4,15,43
52014,124141,Female,Y,55,55 to 64,Personal Travel,Eco,4760,India,Asia,2,5,2,3,5,5,4,4,4,2,4,4,4,3,0,0
52015,50233,Male,Y,31,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,3,3,2,3,2,2,4,4,4,3,19,33
52016,89696,Male,Y,45,45 to 54,Business travel,Business,4760,India,Asia,4,2,2,2,5,3,4,4,4,4,4,4,4,4,31,21
52017,64125,Male,Y,37,35 to 44,Personal Travel,Eco,4760,India,Asia,1,3,1,4,1,1,1,4,3,3,4,1,3,1,0,0
52018,8874,Female,N,30,25 to 34,Business travel,Eco,4760,India,Asia,4,1,4,3,2,4,2,2,2,3,3,1,4,2,0,6
52019,112741,Male,N,23,18 to 24,Business travel,Eco,4760,India,Asia,2,2,2,5,4,2,4,4,3,3,4,3,4,4,3,0
52020,74256,Male,Y,27,25 to 34,Personal Travel,Eco,4760,India,Asia,4,5,4,1,5,4,5,5,1,2,4,2,3,5,0,0
52021,105280,Female,Y,13,Under 18,Business travel,Business,4760,India,Asia,5,5,5,5,3,3,3,3,4,5,5,3,4,3,0,0
52022,81565,Female,Y,33,25 to 34,Business travel,Business,4760,India,Asia,2,3,2,2,3,2,2,5,5,5,5,2,5,3,0,0
52023,48873,Male,Y,23,18 to 24,Business travel,Business,4760,India,Asia,4,5,5,5,4,3,4,4,4,5,4,4,4,4,0,0
52024,71783,Male,Y,49,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,2,3,5,4,4,4,4,3,4,5,20,11
52025,83451,Male,N,13,Under 18,Business travel,Eco,4760,India,Asia,3,3,3,3,3,3,3,3,3,4,5,5,4,3,9,27
52026,42474,Female,Y,57,55 to 64,Business travel,Business,430,Jersey,Europe,5,5,3,5,1,2,1,4,4,4,4,1,4,3,0,0
52027,4818,Male,Y,20,18 to 24,Business travel,Business,4760,India,Asia,3,3,3,3,4,4,4,4,4,3,5,4,5,4,0,0
52028,68148,Female,N,41,35 to 44,Business travel,Business,4760,India,Asia,0,4,4,3,5,3,5,5,3,5,5,4,5,5,0,0
52029,108582,Female,Y,59,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,5,4,5,4,4,5,4,3,4,4,43,37
52030,67790,Male,Y,27,25 to 34,Business travel,Business,4760,India,Asia,4,4,4,4,5,5,5,5,4,5,4,3,5,5,14,3
52031,4638,Male,Y,55,55 to 64,Business travel,Business,4760,India,Asia,1,1,1,1,4,5,5,4,4,5,4,5,4,3,0,0
52032,16607,Female,N,24,18 to 24,Business travel,Eco,4760,India,Asia,4,4,4,4,5,4,5,5,2,5,4,2,4,5,114,99
52033,52808,Male,N,23,18 to 24,Business travel,Eco,4760,India,Asia,5,5,5,3,3,5,3,3,4,4,5,5,4,3,0,0
52034,94375,Male,Y,39,35 to 44,Business travel,Business,4760,India,Asia,0,0,0,4,3,5,5,3,3,3,3,3,3,4,8,5
52035,38372,Male,Y,10,Under 18,Personal Travel,Eco,4760,India,Asia,2,4,2,3,2,2,2,2,3,4,4,3,5,2,0,0
52036,29140,Male,Y,34,25 to 34,Personal Travel,Eco,4760,India,Asia,3,5,3,3,1,3,1,1,5,3,5,4,5,1,0,0
52037,74534,Female,Y,42,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0
52038,6319,Female,Y,50,45 to 54,Business travel,Business,1620,Greece,Europe,1,1,1,1,5,4,4,5,5,5,5,5,5,3,1,14
52039,52425,Female,Y,58,55 to 64,Personal Travel,Eco,4760,India,Asia,2,4,2,5,5,4,4,4,4,2,3,4,4,4,0,20
52040,79707,Female,Y,54,45 to 54,Personal Travel,Eco,4760,India,Asia,2,1,2,4,5,4,4,2,2,2,2,4,2,3,0,7
52041,82340,Female,Y,57,55 to 64,Business travel,Business,2230,Cyprus,Europe,4,4,4,4,3,4,5,4,4,4,4,5,4,3,0,18
52042,67985,Female,Y,35,35 to 44,Business travel,Eco Plus,4760,India,Asia,1,2,2,2,1,1,1,1,2,4,3,2,3,1,51,30
52043,37376,Female,N,28,25 to 34,Business travel,Eco,1075,Latvia,Europe,3,3,3,1,3,2,2,1,4,5,3,2,2,2,237,214
52044,92330,Male,Y,41,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,4,4,4,3,2,4,5,4,4,4,0,11
52045,73535,Female,Y,39,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,2,4,3,1,1,2,1,3,1,2,0,0
52046,118540,Female,Y,44,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,1
52047,98259,Female,Y,30,25 to 34,Business travel,Business,4760,India,Asia,3,3,3,3,3,3,3,3,1,4,2,3,2,3,0,0
52048,32208,Female,Y,50,45 to 54,Business travel,Business,2230,Cyprus,Europe,4,4,4,4,3,3,1,4,4,4,5,1,4,1,0,0
52049,27675,Female,Y,36,35 to 44,Business travel,Eco,4760,India,Asia,4,1,4,4,4,3,4,4,1,1,4,2,1,4,0,0
52050,8029,Female,N,58,55 to 64,Business travel,Business,4760,India,Asia,0,4,4,4,5,5,5,5,3,4,5,4,4,5,0,0
52051,52638,Female,Y,52,45 to 54,Personal Travel,Eco,1390,Romania,Europe,2,5,0,3,2,2,4,4,4,0,4,4,4,2,0,7
52052,1195,Male,Y,15,Under 18,Personal Travel,Eco,1070,Lithuania,Europe,2,1,2,4,4,2,4,4,3,5,3,3,4,4,0,0
52053,44696,Male,N,21,18 to 24,Business travel,Eco,1620,Greece,Europe,1,3,1,4,3,1,3,3,1,1,4,2,4,3,0,0
52054,98366,Male,Y,60,55 to 64,Personal Travel,Eco,4760,India,Asia,4,4,4,4,1,4,1,1,5,3,3,4,5,1,0,0
52055,69764,Female,Y,57,55 to 64,Personal Travel,Eco,1085,Estonia,Europe,3,4,2,3,1,3,3,1,1,2,1,2,1,1,0,54
52056,28703,Female,Y,43,35 to 44,Personal Travel,Eco,4760,India,Asia,4,4,4,3,3,4,4,2,2,4,2,3,2,4,0,0
52057,68525,Male,Y,44,35 to 44,Business travel,Business,3490,Russia,Europe/Asia (Eurasia),2,2,2,2,2,5,4,5,5,5,5,3,5,5,0,0
52058,23927,Female,Y,23,18 to 24,Personal Travel,Eco,4760,India,Asia,2,2,2,4,5,2,5,5,1,5,3,1,3,5,0,0
52059,26189,Female,N,21,18 to 24,Business travel,Eco,4760,India,Asia,4,1,4,2,1,4,1,1,3,2,3,2,3,1,22,19
52060,107933,Male,N,39,35 to 44,Business travel,Business,4760,India,Asia,0,3,3,5,4,3,4,4,3,5,5,5,4,4,0,0
52061,40473,Male,N,35,35 to 44,Business travel,Eco,4760,India,Asia,3,0,3,4,1,3,1,1,5,4,2,1,2,1,0,20
52062,37608,Male,Y,47,45 to 54,Personal Travel,Eco,1075,Latvia,Europe,3,3,3,4,3,3,3,3,1,2,4,3,4,3,0,0
52063,76541,Male,Y,38,35 to 44,Business travel,Business,4760,India,Asia,3,2,2,2,4,2,3,3,3,3,3,2,3,3,0,3
52064,24164,Female,Y,33,25 to 34,Business travel,Eco,1620,Greece,Europe,4,5,4,5,4,4,4,4,2,1,1,2,2,4,31,27
52065,125200,Male,Y,24,18 to 24,Business travel,Eco,4760,India,Asia,5,2,2,2,5,4,2,5,2,2,4,1,4,5,2,0
52066,102907,Female,Y,60,55 to 64,Business travel,Business,4760,India,Asia,5,5,5,5,2,5,4,5,5,5,5,4,5,4,42,34
52067,35543,Female,Y,57,55 to 64,Personal Travel,Eco,1035,Spain,Europe,3,4,3,3,2,5,3,2,2,3,2,4,2,2,0,15
52068,37092,Male,Y,49,45 to 54,Business travel,Eco,4760,India,Asia,2,1,1,1,2,2,2,2,5,2,4,3,3,2,0,0
52069,87059,Female,Y,49,45 to 54,Business travel,Business,2230,Cyprus,Europe,3,3,3,3,5,5,4,5,5,5,5,4,5,3,59,49
52070,18298,Female,Y,63,55 to 64,Personal Travel,Eco,640,Germany,Europe,1,5,1,3,4,4,5,5,5,1,5,3,5,4,0,0
52071,125179,Male,Y,40,35 to 44,Business travel,Business,4760,India,Asia,2,5,5,5,4,2,3,2,2,2,2,3,2,2,8,0
52072,129150,Female,Y,50,45 to 54,Business travel,Business,680,France,Europe,2,2,2,2,2,5,4,3,3,4,3,3,3,5,0,0
52073,62863,Female,N,25,25 to 34,Business travel,Eco,4760,India,Asia,1,1,1,3,4,1,4,4,3,2,5,5,4,4,32,3
52074,117064,Female,Y,29,25 to 34,Business travel,Business,2305,Saint Pierre and Miquelon,North America,2,2,4,2,3,3,3,3,3,5,5,3,4,3,8,0
52075,95020,Male,Y,65,65 or over,Personal Travel,Eco,4760,India,Asia,4,5,4,4,1,4,1,1,3,3,4,5,5,1,0,0
52076,122453,Male,Y,40,35 to 44,Business travel,Business,4760,India,Asia,1,3,3,3,3,3,4,1,1,1,1,3,1,1,0,18
52077,96875,Male,Y,20,18 to 24,Personal Travel,Eco,4760,India,Asia,3,4,3,3,2,3,2,2,3,2,4,3,5,2,0,1
52078,88191,Female,Y,37,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,2,4,4,2,2,2,2,5,2,4,29,27
52079,40519,Female,Y,20,18 to 24,Business travel,Eco Plus,4760,India,Asia,3,3,3,3,3,3,4,3,4,4,3,2,4,3,0,0
52080,76197,Male,N,9,Under 18,Business travel,Eco,940,Monaco,Europe,1,2,2,3,4,1,4,4,3,5,3,5,4,4,0,0
52081,86866,Male,Y,67,65 or over,Personal Travel,Eco,4760,India,Asia,1,0,1,3,3,1,3,3,5,4,5,1,3,3,0,0
52082,81585,Female,Y,41,35 to 44,Business travel,Business,4760,India,Asia,2,3,2,2,5,5,5,5,5,5,5,4,5,4,0,0
52083,72676,Female,Y,35,35 to 44,Personal Travel,Eco,4760,India,Asia,2,5,2,2,2,2,2,2,3,2,4,3,5,2,20,13
52084,85049,Female,Y,47,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,5,5,5,5,5,5,5,3,5,3,0,0
52085,85067,Male,Y,58,55 to 64,Business travel,Business,1620,Greece,Europe,5,5,5,5,4,4,4,4,4,4,4,5,4,5,29,34
52086,114531,Female,Y,8,Under 18,Personal Travel,Business,4760,India,Asia,3,4,4,5,3,4,3,3,5,2,5,4,4,3,9,12
52087,20932,Female,N,42,35 to 44,Business travel,Eco,4760,India,Asia,4,4,4,3,4,4,2,4,3,2,5,3,5,4,0,0
52088,68595,Male,Y,36,35 to 44,Personal Travel,Eco Plus,4760,India,Asia,3,5,3,4,2,3,2,2,4,3,3,5,5,2,2,0
52089,51804,Male,Y,65,65 or over,Personal Travel,Eco,4760,India,Asia,4,4,4,4,5,4,5,5,2,3,3,2,3,5,0,0
52090,78948,Male,N,22,18 to 24,Business travel,Eco,4760,India,Asia,3,0,3,2,3,3,3,3,4,4,5,4,5,3,21,25
52091,71354,Female,Y,56,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,5,5,5,5,5,5,5,3,5,3,0,0
52092,49149,Female,Y,50,45 to 54,Business travel,Eco,4565,Jamaica,North America,4,1,1,1,2,3,1,4,4,4,4,1,4,2,15,21
52093,101283,Male,Y,48,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,2,2,3,2,2,2,2,1,2,4,11,14
52094,21643,Female,Y,53,45 to 54,Personal Travel,Eco,4760,India,Asia,1,5,1,5,2,1,2,1,1,1,5,1,1,5,0,0
52095,103059,Female,Y,49,45 to 54,Business travel,Business,4760,India,Asia,1,3,4,3,3,3,3,1,1,1,1,3,1,1,23,12
52096,58976,Male,Y,51,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,2,4,4,4,4,4,4,3,4,5,0,0
52097,4977,Female,Y,48,45 to 54,Business travel,Business,4760,India,Asia,2,2,4,2,3,4,5,5,5,5,5,5,5,5,0,0
52098,6320,Male,N,27,25 to 34,Business travel,Business,4760,India,Asia,0,3,3,3,4,3,1,4,4,2,4,3,4,4,55,49
52099,100201,Male,Y,37,35 to 44,Business travel,Eco Plus,4760,India,Asia,5,5,3,3,5,4,5,5,2,5,3,1,3,5,91,89
52100,121303,Male,Y,25,25 to 34,Business travel,Business,1670,Svalbard,Europe,2,2,2,2,2,2,2,2,3,4,3,2,3,2,0,0
52101,101544,Male,Y,66,65 or over,Personal Travel,Eco,4760,India,Asia,4,3,4,4,2,4,2,2,1,2,3,4,4,2,0,0
52102,61471,Male,N,11,Under 18,Business travel,Eco,4760,India,Asia,3,3,3,4,4,3,4,4,2,2,4,2,4,4,8,0
52103,2323,Female,Y,30,25 to 34,Personal Travel,Eco,4760,India,Asia,2,4,1,1,4,1,4,4,5,5,5,3,4,4,21,8
52104,70305,Female,Y,56,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,2,4,5,4,4,5,4,4,4,4,0,0
52105,94231,Female,Y,43,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,2,5,4,5,5,5,4,4,5,3,0,0
52106,8152,Male,Y,58,55 to 64,Business travel,Business,4760,India,Asia,0,4,0,1,5,4,5,3,3,3,3,4,3,4,0,0
52107,109703,Male,Y,60,55 to 64,Business travel,Business,4760,India,Asia,3,3,2,3,5,4,5,3,3,4,3,4,3,4,2,0
52108,70906,Female,Y,11,Under 18,Personal Travel,Eco,4760,India,Asia,2,1,2,3,4,2,2,4,4,5,3,2,3,4,0,0
52109,99329,Male,Y,66,65 or over,Personal Travel,Eco,4760,India,Asia,3,5,3,5,1,3,1,1,3,3,4,3,4,1,0,0
52110,31251,Male,Y,68,65 or over,Personal Travel,Eco,4760,India,Asia,4,1,4,4,5,4,5,5,3,3,4,3,4,5,14,19
52111,67867,Male,Y,50,45 to 54,Personal Travel,Eco,4760,India,Asia,3,5,3,4,4,3,3,4,1,5,3,5,3,4,0,0
52112,105378,Male,Y,17,Under 18,Business travel,Business,4760,India,Asia,3,5,5,5,3,3,3,3,1,3,4,1,4,3,0,0
52113,19054,Female,Y,51,45 to 54,Business travel,Business,4760,India,Asia,3,2,2,2,3,4,4,3,3,3,3,4,3,4,0,0
52114,79987,Male,Y,9,Under 18,Personal Travel,Eco,4760,India,Asia,3,4,3,4,1,3,1,1,4,2,4,1,4,1,0,3
52115,124573,Male,Y,48,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,2,3,3,2,2,2,2,2,2,4,102,90
52116,117108,Male,Y,41,35 to 44,Business travel,Business,4760,India,Asia,5,3,5,5,4,5,3,5,5,5,5,1,5,5,21,22
52117,56365,Female,Y,44,35 to 44,Personal Travel,Eco,4760,India,Asia,2,4,2,1,3,4,5,4,4,2,4,5,4,3,9,120
52118,56861,Female,Y,45,45 to 54,Business travel,Business,2425,United Kingdom,Europe,5,5,5,5,5,5,5,4,2,3,4,5,4,5,1,9
52119,54885,Male,Y,46,45 to 54,Personal Travel,Eco,4760,India,Asia,3,4,3,3,1,3,1,1,4,2,4,4,5,1,68,52
52120,117773,Male,Y,31,25 to 34,Business travel,Business,4760,India,Asia,4,4,4,4,4,3,4,4,4,2,4,1,3,4,6,0
52121,128357,Female,N,16,Under 18,Business travel,Eco,4760,India,Asia,5,2,5,2,4,5,4,4,5,3,4,5,5,4,0,13
52122,90317,Male,N,20,18 to 24,Business travel,Eco,4760,India,Asia,3,0,3,2,3,3,3,3,3,2,5,3,4,3,0,0
52123,29203,Female,Y,39,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,2,5,4,4,4,4,4,4,4,4,16,9
52124,39424,Female,Y,33,25 to 34,Business travel,Business,555,Luxembourg,Europe,4,1,4,4,1,1,2,5,5,5,4,3,5,5,0,0
52125,39455,Female,Y,45,45 to 54,Personal Travel,Eco,555,Luxembourg,Europe,1,2,1,3,3,1,3,4,4,1,4,3,4,2,0,13
52126,22672,Male,N,39,35 to 44,Business travel,Eco,4760,India,Asia,1,0,1,1,4,1,4,4,2,1,1,3,5,4,0,
52127,100977,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,2,5,5,3,3,3,3,4,3,5,6,0
52128,48730,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,3,5,5,4,4,4,4,5,4,3,34,28
52129,89417,Male,Y,25,25 to 34,Business travel,Business,1070,Lithuania,Europe,0,4,0,3,4,4,4,4,5,2,4,5,5,4,8,0
52130,31987,Female,Y,47,45 to 54,Personal Travel,Business,4760,India,Asia,2,2,2,3,1,3,3,1,1,2,1,1,1,4,0,0
52131,52133,Male,Y,52,45 to 54,Business travel,Business,3355,United Kingdom,Europe,4,4,5,4,5,5,4,4,4,4,4,3,4,4,102,94
52132,104356,Female,Y,33,25 to 34,Personal Travel,Eco Plus,410,Guernsey,Europe,2,4,2,3,2,2,2,2,2,4,3,1,4,2,6,17
52133,17783,Male,Y,41,35 to 44,Business travel,Eco,1075,Latvia,Europe,2,1,1,1,2,2,2,2,1,1,3,4,4,2,0,0
